"image","xmin","ymin","xmax","ymax","label"
"fbb3f8e6191c590bce00bb7d12e55523.jpg",240.08465608465607,188.95238095238093,307.13227513227514,258.031746031746,"Mask"
"fbc9e349fcc2e9bce6d8219722b32c59.jpg",150.34920634920633,156.1058201058201,356.91005291005285,403.3015873015873,"Mask"
"fbcf2331813e48c166bfedece39421f1.jpg",199.1111111111111,201.14285714285714,375.1957671957672,400.9312169312169,"Mask"
"fbd9b693e17a434812d0c894fcc19885.jpg",286.4761904761905,182.17989417989418,344.7195767195767,238.05291005291005,"Mask"
"fbd9b693e17a434812d0c894fcc19885.jpg",439.1957671957672,152.04232804232802,458.1587301587301,173.037037037037,"No Mask"
"fc26d4a632a7bed4711f82229de0ad6b.jpg",112.08465608465607,165.58730158730157,240.4232804232804,313.90476190476187,"Mask"
"fc97a3fba4e51a3f9b065a33f85e1a76.jpg",248.55026455026453,138.15873015873015,347.08994708994703,230.26455026455025,"No Mask"
"fcb6812f08b070dc336e284892e86b04.jpg",176.08465608465607,137.82010582010582,362.66666666666663,339.3015873015873,"Mask"
"fcc8ad343b45100e829b963e1f33ae53.jpg",253.29100529100526,162.53968253968253,339.97883597883595,258.7089947089947,"Mask"
"fccc528c60f804916f9f7b84ed2fd225.jpg",168.29629629629628,88.38095238095238,233.98941798941797,167.2804232804233,"Mask"
"fcec127a808ea5d41944c55ee15c5f42.jpg",169.65079365079364,78.8994708994709,313.9047619047619,236.021164021164,"No Mask"
"fcf67af81e189fb3aeca0a820c51c819.jpg",170.32804232804233,127.32275132275132,366.73015873015873,337.6084656084656,"Mask"
"fd3126b3dc78299cc51f5f5c8e116d08.jpg",151.36507936507937,202.15873015873015,364.69841269841265,427.68253968253964,"No Mask"
"fd5c01ea435838e60f4719990f2dd3dd.jpg",52.82539682539682,215.36507936507934,190.64550264550263,363.34391534391534,"Mask"
"fd5c01ea435838e60f4719990f2dd3dd.jpg",292.2328042328042,226.53968253968253,406.6878306878307,343.7037037037037,"Mask"
"fd727cad699a9bedd2ede8582a4f1c78.jpg",197.75661375661375,111.4074074074074,346.75132275132273,260.7407407407407,"No Mask"
"fd8bc62f1d8b82127ed441104a509c47.jpg",22.349206349206348,239.06878306878306,156.1058201058201,387.72486772486775,"Mask"
"fd8bc62f1d8b82127ed441104a509c47.jpg",222.47619047619045,266.4973544973545,341.3333333333333,393.1428571428571,"Mask"
"fd8bc62f1d8b82127ed441104a509c47.jpg",374.85714285714283,216.38095238095238,512,387.72486772486775,"Mask"
"fd9fab2b174762c4ef70ecbf2c78b5f8.jpg",131.72486772486772,110.73015873015872,327.1111111111111,331.17460317460313,"No Mask"
"fde8b34e7db7f55700a15a6f12e45818.jpg",160.84656084656083,149.33333333333331,329.48148148148147,334.2222222222222,"No Mask"
"fded7876016f8e35d8f9c3904ecd6877.jpg",164.9100529100529,128.33862433862433,348.1058201058201,333.8835978835979,"No Mask"
"fdf1a9090268af73b5ad1575be57858b.jpg",328.8042328042328,188.6137566137566,424.97354497354496,291.55555555555554,"Mask"
"fdf1a9090268af73b5ad1575be57858b.jpg",142.56084656084656,225.18518518518516,205.20634920634922,296.2962962962963,"Mask"
"fe2ed62c7ce67b8ff52e1919af156d91.jpg",109.71428571428571,69.41798941798942,379.25925925925924,419.55555555555554,"No Mask"
"fe5eb9e42a3c8918cd9d6091dc6d97ed.jpg",140.19047619047618,197.41798941798942,177.77777777777777,240.08465608465607,"No Mask"
"fe5eb9e42a3c8918cd9d6091dc6d97ed.jpg",235.34391534391534,183.53439153439152,270.5608465608466,224.84656084656083,"No Mask"
"fe5eb9e42a3c8918cd9d6091dc6d97ed.jpg",335.23809523809524,185.2275132275132,370.4550264550264,221.46031746031744,"No Mask"
"fe5eb9e42a3c8918cd9d6091dc6d97ed.jpg",352.16931216931215,228.9100529100529,385.69312169312167,268.86772486772486,"No Mask"
"fe5eb9e42a3c8918cd9d6091dc6d97ed.jpg",332.5291005291005,284.78306878306876,362.66666666666663,327.44973544973544,"No Mask"
