"image","xmin","ymin","xmax","ymax","label"
"5ffadabc2a157bdb78c3c2ad70d11208.jpg",227.57966984463278,201.32880914548022,342.7073622881356,284.0587703036723,"No Mask"
"6035daa277f6f5f7563de4840bec1c07.jpg",113.03049964689265,186.2870100635593,394.7751588983051,432.1627383474576,"No Mask"
"607be5fe3d0c91511ea302f1184fe051.jpg",189.97515007062148,93.72203831214689,268.6553672316384,173.5593220338983,"No Mask"
"6099854f06aa65582334ff93729e8398.jpg",128.65086511299435,95.45762711864407,399.40338100282486,374.8881532485876,"No Mask"
"60c3a2f994e2432c5fc30987712992c8.jpg",102.6169668079096,203.06442002118644,393.03954802259886,390.50847457627117,"No Mask"
"6103d417cf3a5852390d051d21e77dd1.jpg",247.24973516949152,183.3943546963277,383.20453742937855,354.0610434322034,"No Mask"
"6145ba13670915072a5615ace0cd5416.jpg",144.84970868644066,138.84745762711864,371.633915960452,332.0768449858757,"No Mask"
"6161521e6855bf01c7982a25b91fac8c.jpg",113.60906603107344,126.69831391242938,412.1310911016949,404.3932291666667,"No Mask"
"61811a63d84ed6560214f0d3aae7caf8.jpg",80.05424611581921,170.08814442090394,108.9807997881356,203.06442002118644,"No Mask"
"61811a63d84ed6560214f0d3aae7caf8.jpg",174.35482874293785,137.11186882062148,202.70281603107344,164.3028336864407,"No Mask"
"61811a63d84ed6560214f0d3aae7caf8.jpg",310.88815324858757,169.5096001059322,339.23618467514126,196.1220427259887,"No Mask"
"61811a63d84ed6560214f0d3aae7caf8.jpg",387.8327595338983,149.8395568502825,419.6519685734463,179.92317708333334,"No Mask"
"61877f8697ad35f9e4d388838aa77373.jpg",158.15594103107344,178.76611052259886,387.8327595338983,422.90620586158195,"No Mask"
"61b2aeefcb01aa3f560cb797a748435e.jpg",170.3050847457627,196.70056497175142,322.45877471751413,350.01129943502826,"No Mask"
"61d40997d18b0a00d8141687789a88e9.jpg",176.090395480226,149.26101253531073,332.2937853107345,302.57174699858757,"No Mask"
"61df09c3de56d7a33dac0e8dcd976c70.jpg",106.08814442090396,35.868930967514125,390.14689265536725,361.5819209039548,"No Mask"
"61ecd86ea1a73524d77c226ba4b4f981.jpg",97.98870056497175,72.89491746115819,430.06554555084745,381.8305084745763,"No Mask"
"61f8b0274ae68b8770300a6194b06efd.jpg",134.43617584745763,172.98079978813558,376.26213806497174,432.1627383474576,"No Mask"
"6218a5377d58affe1472333f32f5c357.jpg",166.83390713276836,153.31073446327684,328.2440854519774,321.6632680084746,"No Mask"
"621e8ba350be5f8fd3fbefe43bdf396a.jpg",130.3864318502825,192.0723207980226,248.40677966101697,307.19999117231635,"No Mask"
"626d64c914d19b2601873f5f7cbd9de6.jpg",140.2214865819209,153.31073446327684,327.08699682203394,340.7548110875706,"No Mask"
"6272d1b11f020e01ab32eb21cac712f4.jpg",212.53787076271186,101.82147113347457,317.8305084745763,218.68474134887003,"No Mask"
"6277a2f00a9c10d65eeff7e58444de54.jpg",176.6689177259887,97.19322695974576,443.95030014124296,364.47457627118644,"No Mask"
"62794c3da6c0e9fc903489a849d2b580.jpg",128.65086511299435,179.92317708333334,258.2418343926554,314.14239053672316,"No Mask"
"628b3b4c357ea5a977e3140857c4be78.jpg",172.04069562146893,127.27683615819208,366.4271274717514,334.3909781073446,"No Mask"
"628ee108a6075d1663a5e341cb319d8b.jpg",223.5299699858757,157.36045639124293,312.6237199858757,251.66101694915255,"No Mask"
"62a43b587aa02a5c3ec25fc124a1d563.jpg",221.7943591101695,152.73221221751413,340.3932291666667,313.5638682909605,"No Mask"
"62db75729d302baee754fcfb5ee7b0a9.jpg",135.01469809322035,122.07006973870057,264.0271451271186,258.02487199858757,"No Mask"
"63306cd9337cf707c8da55e9b3394b9b.jpg",146.58531956214688,118.02033677612994,348.49267302259886,383.5661193502825,"No Mask"
"633ab38de5ecf66da4013058eff7e23d.jpg",216.00904837570621,196.70056497175142,323.03729696327684,301.99322475282486,"No Mask"
"63619bc168e5d7ac92081611cbc14bb3.jpg",178.98305084745763,162.5672448799435,336.34352930790965,347.1186440677966,"No Mask"
"6378f325c66a26e0c564fd3559b1a9cc.jpg",135.01469809322035,157.93897863700565,338.6576182909605,370.2598870056497,"No Mask"
"636c40669b988a22931f7a5ae3504c35.jpg",113.60906603107344,182.81583245056498,396.5107256355932,496.3796786723164,"No Mask"
"63aaa466bc6da598c501bb908b752997.jpg",129.80790960451978,157.93897863700565,155.26328566384183,188.0225988700565,"No Mask"
"63aaa466bc6da598c501bb908b752997.jpg",30.879104872881356,206.5355976341808,57.49152542372882,236.04067355225988,"No Mask"
