"image","xmin","ymin","xmax","ymax","label"
"da568071f6a104b49a0ec083e7ec37e5.jpg",145.8957345971564,200.49289099526067,286.93838862559244,350.93838862559244,"Mask"
"da891781c9016311cd4443decaea0b0b.jpg",82.50236966824644,108.89099526066352,248.72037914691944,356.3981042654029,"Mask"
"dad94d11bb16fc0d069824794f50f396.jpg",230.82464454976306,167.12796208530807,373.68720379146924,321.8199052132702,"Mask"
"dae6753b4f9699df15b1aaf3ff464de7.jpg",214.44549763033177,123.45023696682465,441.3270142180095,409.47867298578205,"Mask"
"daf171111f4ced9e536e9a80efcce2c8.jpg",228.39810426540285,114.65402843601896,369.13744075829385,309.0805687203792,"Mask"
"db3edd861f563929a6449b633cdf6b0e.jpg",147.41232227488152,184.1137440758294,308.4739336492891,410.69194312796213,"Mask"
"db4ee60e84a24734e434730c9b8aeee1.jpg",131.94312796208533,147.71563981042655,173.8009478672986,206.86255924170618,"Mask"
"db4ee60e84a24734e434730c9b8aeee1.jpg",277.8388625592417,160.15165876777252,311.2037914691943,214.14218009478674,"Mask"
"db4ee60e84a24734e434730c9b8aeee1.jpg",374.29383886255926,156.81516587677726,413.72511848341236,213.8388625592417,"Mask"
"dc0267192ef723faabb6beecb2f49c16.jpg",192.00000000000003,195.3364928909953,353.36492890995265,371.8672985781991,"Mask"
"dc0fec96b58c060be95d6fb6c3064577.jpg",43.98104265402844,121.93364928909953,64.90995260663507,146.80568720379148,"Mask"
"dc0fec96b58c060be95d6fb6c3064577.jpg",117.99052132701422,141.9526066350711,134.97630331753555,166.52132701421803,"Mask"
"dc0fec96b58c060be95d6fb6c3064577.jpg",210.19905213270144,133.15639810426543,229.00473933649292,159.5450236966825,"Mask"
"dc0fec96b58c060be95d6fb6c3064577.jpg",218.6919431279621,260.24644549763036,316.66350710900474,394.00947867298584,"Mask"
"dc0fec96b58c060be95d6fb6c3064577.jpg",387.3364928909953,266.0094786729858,498.350710900474,401.89573459715643,"Mask"
"dc0fec96b58c060be95d6fb6c3064577.jpg",400.3791469194313,112.5308056872038,474.08530805687207,204.13270142180096,"Mask"
"dc0fec96b58c060be95d6fb6c3064577.jpg",330.61611374407585,115.56398104265404,401.5924170616114,199.88625592417063,"Mask"
"dc0fec96b58c060be95d6fb6c3064577.jpg",39.12796208530806,248.72037914691944,156.51184834123225,384.60663507109007,"Mask"
"dc7f608ccd249538ab67b87851df1868.jpg",168.03791469194314,14.255924170616115,434.3507109004739,357.00473933649295,"Mask"
"dceb02b3271c41898341a512096ee55e.jpg",114.65402843601896,208.3791469194313,238.71090047393366,344.56872037914695,"Mask"
"dd1e934e6501ab2d60cb3f1423e63af7.jpg",166.218009478673,145.5924170616114,335.4691943127962,327.2796208530806,"Mask"
"dd62f3209ffe7133044e88143eefb73a.jpg",278.4454976303318,197.1563981042654,330.0094786729858,269.042654028436,"Mask"
"dd6aedbbd7cbb4e187a38f1b664134ef.jpg",130.4265402843602,151.0521327014218,380.9668246445498,442.5402843601896,"Mask"
"dddefbc72cf9577cd0fdf1022e1b4c04.jpg",219.60189573459718,146.8056872037915,306.047393364929,242.35071090047398,"Mask"
"de0cf0311d26047ebc566a0e4e22310b.jpg",173.19431279620855,105.25118483412324,394.9194312796209,387.0331753554503,"Mask"
"de3bf2d089e4a0f314d451d343c21cb3.jpg",119.81042654028437,185.63033175355451,287.5450236966825,341.2322274881517,"Mask"
"de4a76bca038f6129cea9caae573d48b.jpg",154.38862559241707,123.14691943127963,245.99052132701422,283.29857819905214,"Mask"
"de4a76bca038f6129cea9caae573d48b.jpg",292.3981042654029,84.92890995260665,394.9194312796209,248.1137440758294,"Mask"
"dee9b587f06c7de5abba1e5aa3be0a8b.jpg",250.5402843601896,194.72985781990522,431.62085308056874,426.76777251184836,"Mask"
"df2cf4cc53f0a2e3cc91b918fadc9648.jpg",204.739336492891,96.15165876777252,300.5876777251185,213.2322274881517,"No Mask"
"df2eee03d5ed7d879f0d0fc008a8a74e.jpg",156.20853080568722,145.5924170616114,358.8246445497631,396.43601895734605,"No Mask"
"df3eec22529ca49e6b8e582e8c301c0d.jpg",153.78199052132703,145.28909952606637,376.72037914691947,391.2796208530806,"No Mask"
"df433e2266d95f01c8b2ede7e0b7b115.jpg",155.60189573459718,100.70142180094787,350.0284360189574,316.05687203791473,"No Mask"
"df5c3735a467fe7c0908957e60c34dc9.jpg",184.1137440758294,123.45023696682465,359.73459715639814,314.5402843601896,"No Mask"
"df6bac7697c52d87bb212963f97f8c7d.jpg",177.7440758293839,103.43127962085309,322.7298578199052,271.77251184834125,"No Mask"
"df6dcc9d0987f2019252f084a393c3d4.jpg",193.2132701421801,225.0616113744076,334.25592417061614,375.81042654028437,"No Mask"
"df78a42ee65f4f94f9694bcddab86d5b.jpg",120.72037914691944,170.1611374407583,327.2796208530806,434.957345971564,"No Mask"
"df8c572720f68f7216cc6c4c5751eeb5.jpg",186.84360189573462,186.23696682464455,354.57819905213273,377.3270142180095,"No Mask"
"df91e50f669bd1d1ee69c2b388ec9d46.jpg",58.8436018957346,84.01895734597157,485.3080568720379,426.1611374407583,"No Mask"
"dfaab325bfe0ddeefd255884e7ec225a.jpg",199.88625592417063,122.23696682464455,355.48815165876783,317.2701421800948,"No Mask"
"dfaf0b7324588ae56033710b23a83ddf.jpg",158.6350710900474,169.8578199052133,293.61137440758296,333.04265402843606,"Mask"
"dfcb2180416475fe9e446059a3e1c340.jpg",17.592417061611375,120.41706161137442,113.13744075829385,227.48815165876778,"Mask"
"dfcb2180416475fe9e446059a3e1c340.jpg",135.2796208530806,119.20379146919433,212.92890995260666,231.4312796208531,"Mask"
"dfcb2180416475fe9e446059a3e1c340.jpg",268.739336492891,118.29383886255926,371.8672985781991,233.25118483412325,"Mask"
"dfcb2180416475fe9e446059a3e1c340.jpg",392.1895734597157,116.77725118483413,466.80568720379154,223.84834123222748,"Mask"
"dfcb2180416475fe9e446059a3e1c340.jpg",401.5924170616114,276.6255924170616,502.29383886255926,400.3791469194313,"Mask"
"dfcb2180416475fe9e446059a3e1c340.jpg",302.40758293838866,286.6350710900474,378.5402843601896,400.0758293838863,"Mask"
"dfcb2180416475fe9e446059a3e1c340.jpg",140.13270142180096,284.81516587677726,242.04739336492892,399.1658767772512,"Mask"
"dfcb2180416475fe9e446059a3e1c340.jpg",49.74407582938389,286.33175355450237,122.54028436018959,399.1658767772512,"Mask"
"dfd0c7e0cdf5b55b8493cb02a0263e99.jpg",98.5781990521327,143.77251184834125,417.06161137440756,499.8672985781991,"No Mask"
"dfe8243241a35812c6e25babee482e2a.jpg",128.90995260663507,128.30331753554503,312.41706161137444,380.05687203791473,"No Mask"
"dfe9a18f5780c294999218195388e9c6.jpg",164.70142180094788,128.90995260663507,345.47867298578205,340.92890995260666,"No Mask"
"e0018fe509c90a7811b89c1c09085ff0.jpg",158.6350710900474,161.0616113744076,222.93838862559244,236.28436018957348,"Mask"
"e00fd737ff066c99f239f0d97f2387bb.jpg",81.59241706161139,37.91469194312796,371.26066350710903,384.9099526066351,"No Mask"
"e02d24bf2105cd6e640935ca48365095.jpg",107.67772511848342,148.3222748815166,165.914691943128,217.17535545023696,"Mask"
"e02d24bf2105cd6e640935ca48365095.jpg",243.86729857819907,172.28436018957348,299.98104265402844,233.8578199052133,"Mask"
"e02d24bf2105cd6e640935ca48365095.jpg",358.52132701421806,163.18483412322277,398.25592417061614,228.7014218009479,"Mask"
"e0448063b764867a4c9b1d3919f70e6b.jpg",172.5876777251185,196.8530805687204,344.2654028436019,399.4691943127963,"Mask"
"e0448fc90a5e69be5430ecab0e95e9fb.jpg",170.76777251184836,141.9526066350711,397.9526066350711,387.9431279620853,"No Mask"
"e04b42d9321807e4945b90f287080321.jpg",201.70616113744077,143.16587677725119,367.01421800947867,322.7298578199052,"No Mask"
